,Unnamed: 0,question,answer
2861,2861,that's terrible! when did it happen?,greeting
2862,2862,i got laid off last week.,greeting
2863,2863,just you?,greeting
2864,2864,"no, ten of my coworkers got laid off, too.",greeting
2865,2865,what are you going to do?,greeting
2866,2866,i'm looking in the newspaper for a job.,greeting
2867,2867,"before you go to that interview, check yourself.",greeting
2868,2868,what's to check?,greeting
2869,2869,are your nails clean?,greeting
2870,2870,"yes, they are.",greeting
2871,2871,did you double-check your nose and teeth?,greeting
2872,2872,"they are clean, too.",greeting
2873,2873,did you shine your shoes?,greeting
2874,2874,my shoes are shined.,greeting
2875,2875,do your socks match?,greeting
2876,2876,of course they match.,greeting
2877,2877,"no, they don't. one is black and one is dark blue.",greeting
2878,2878,life is hard.,greeting
2879,2879,it sure is.,greeting
2880,2880,i thought school was hard.,greeting
2881,2881,"me, too. i couldn't wait to graduate.",greeting
2882,2882,"but now work is hard, too.",greeting
2883,2883,i agree. work is just as hard as school.,greeting
2884,2884,sometimes i wish i was back in school.,greeting
2885,2885,"me, too. school was fun.",greeting
2886,2886,and it was only 12 years.,greeting
2887,2887,it went by pretty fast.,greeting
2888,2888,but work goes on forever!,greeting
2889,2889,i'm sleepy.,greeting
2890,2890,so am i.,greeting
2891,2891,i had a long day.,greeting
2892,2892,so did i.,greeting
2893,2893,i didn't even have lunch.,greeting
2894,2894,neither did i.,greeting
2895,2895,i was busy the whole day.,greeting
2896,2896,so was i.,greeting
2897,2897,i had to bring work home with me.,greeting
2898,2898,i did too.,greeting
2899,2899,your day was just like mine.,greeting
2900,2900,i don't like my job.,greeting
2901,2901,what do you do?,greeting
2902,2902,i'm a babysitter.,greeting
2903,2903,is that a lot of work?,greeting
2904,2904,babies cry all the time.,greeting
2905,2905,you have to change their diapers.,greeting
2906,2906,i have to feed them.,greeting
2907,2907,are you looking for another job?,greeting
2908,2908,"no, i'm looking for another family.",greeting
2909,2909,another family?,greeting
2910,2910,a family with only one baby.,greeting
2911,2911,i need a job.,greeting
2912,2912,what was your last job?,greeting
2913,2913,i was a painter.,greeting
2914,2914,what happened?,greeting
2915,2915,i got laid off because there was no work.,greeting
2916,2916,what else can you do?,greeting
2917,2917,i'm a handyman.,greeting
2918,2918,can you fix a dripping faucet in a kitchen sink?,greeting
2919,2919,of course.,greeting
2920,2920,then i have a job for you in my kitchen.,greeting
2921,2921,it will cost you only $20 plus parts.,greeting
2922,2922,what would you do if you lost your job?,greeting
2923,2923,i have no idea. i've been here for 20 years.,greeting
2924,2924,do you have any other skills?,greeting
2925,2925,"well, i know how to flip hamburgers.",greeting
2926,2926,no one would hire you to flip hamburgers.,greeting
2927,2927,have you heard something that you're not telling me?,greeting
2928,2928,what do you mean?,greeting
2929,2929,are there going to be layoffs at this place?,greeting
2930,2930,i certainly hope not!,greeting
2931,2931,"if you got laid off, you'd be flipping hamburgers, too.",greeting
2932,2932,"oh great, we could both work at burger king.",greeting
2933,2933,do your students ever talk about their jobs?,greeting
2934,2934,"yes, and they ask me what jobs are the best.",greeting
2935,2935,i tell my students to become a teacher.,greeting
2936,2936,teaching is a great job.,greeting
2937,2937,it's the best job i've ever had.,greeting
2938,2938,what makes it so good?,greeting
2939,2939,"for me, it's the students.",greeting
2940,2940,what do you mean?,greeting
2941,2941,i mean i have wonderful students.,greeting
2942,2942,that must be nice.,greeting
2943,2943,teaching is the best part of my whole day.,greeting
2944,2944,"boy, i'm glad that job is finished.",greeting
2945,2945,how long did it take?,greeting
2946,2946,"four hours, without a break.",greeting
2947,2947,it's always nice to finish a job.,greeting
2948,2948,"well, it's good and bad.",greeting
2949,2949,what's bad about it?,greeting
2950,2950,"when you finish, all you do is start another job!",greeting
2951,2951,"yes, that's right. it does get boring.",greeting
2952,2952,"especially if it's the same work, over and over.",greeting
2953,2953,but that's what most people do.,greeting
2954,2954,"yes, i guess most of us are stuck in a routine.",greeting
2955,2955,i think i have the worst boss in the world.,greeting
2956,2956,what makes him so bad?,greeting
2957,2957,he's rude and he yells a lot.,greeting
2958,2958,that's hard to take.,greeting
2959,2959,i've never heard him say please or thank you.,greeting
2960,2960,he sounds like a real jerk.,greeting
2961,2961,no one at work likes him.,greeting
2962,2962,can't you report him to his supervisor?,greeting
2963,2963,"of course not. if i do that, i'll lose my job.",greeting
2964,2964,"yes, they don't like troublemakers or complainers.",greeting
2965,2965,"i can't quit, because i'm making a good salary.",greeting
2966,2966,what are we going to do?,greeting
2967,2967,about what?,greeting
2968,2968,about finding a job for me.,greeting
2969,2969,you don't need a job. i make enough money for both of us.,greeting
2970,2970,that doesn't matter. i don't want to sit around.,greeting
2971,2971,"okay, what kind of job do you want?",greeting
2972,2972,i'm not sure.,greeting
2973,2973,"well, you should do something that you enjoy.",greeting
2974,2974,i enjoy selling. i was born to sell.,greeting
2975,2975,"okay, what do you want to sell?",greeting
2976,2976,cigarette lighters. i'll make a fortune.,greeting
2977,2977,a new hotel is looking for workers.,greeting
2978,2978,"yes, i saw it on the tv news.",greeting
2979,2979,they need 300 new workers.,greeting
2980,2980,"and 4,000 people showed up.",greeting
2981,2981,so many people are out of work.,greeting
2982,2982,"i still have my job, thank goodness.",greeting
2983,2983,"so do i, but i'm worried.",greeting
2984,2984,me too. there are no guarantees.,greeting
2985,2985,"if you lose your job, you can move in with me.",greeting
2986,2986,"oh, thank you. that's very nice of you.",greeting
2987,2987,you would do the same for me.,greeting
2988,2988,i think i did something real stupid.,greeting
2989,2989,what did you do?,greeting
2990,2990,i bought some stock.,greeting
2991,2991,everybody buys stock.,greeting
2992,2992,i bought it on a hunch.,greeting
2993,2993,you didn't read about the company first?,greeting
2994,2994,i didn't have to. it's been in business for 60 years.,greeting
2995,2995,so what's the problem?,greeting
2996,2996,i used all my savings on this one company.,greeting
2997,2997,you put all your eggs into one basket.,greeting
2998,2998,"if the company goes out of business, i'll have nothing.",greeting
2999,2999,i was going to be a doctor.,greeting
3000,3000,what happened to your plans?,greeting
3001,3001,i got a d in college chemistry.,greeting
3002,3002,"well, a d is better than an f.",greeting
3003,3003,a tutor helped me get the d!,greeting
3004,3004,"so, you didn't become a doctor.",greeting
3005,3005,and now i'm glad that i didn't.,greeting
3006,3006,why's that?,greeting
3007,3007,a hospital is the most dangerous place in the world.,greeting
3008,3008,"oh, yes, because of all the killer germs.",greeting
3009,3009,"if you're a smart doctor, you stay away from hospitals.",greeting
3010,3010,i want to be a mail carrier when i grow up.,greeting
3011,3011,why?,greeting
3012,3012,because you get to meet a lot of people.,greeting
3013,3013,you sure do.,greeting
3014,3014,and you get a lot of exercise every day.,greeting
3015,3015,that's the truth.,greeting
3016,3016,and you get to play with a lot of dogs.,greeting
3017,3017,"well, you're supposed to be working.",greeting
3018,3018,"yes, but i will always pet the friendly dogs.",greeting
3019,3019,what about the unfriendly dogs?,greeting
3020,3020,"i think if you are friendly to dogs, they are friendly to you.",greeting
3021,3021,i want to move to new york.,greeting
3022,3022,to the state or the city?,greeting
3023,3023,"to the city, of course.",greeting
3024,3024,why do you want to move there?,greeting
3025,3025,because i want to make a lot of money.,greeting
3026,3026,there are a lot of poor people in new york.,greeting
3027,3027,there sure areÂ—at least a million.,greeting
3028,3028,so how do you plan to become rich?,greeting
3029,3029,i will knock on the doors of all the corporations.,greeting
3030,3030,that won't make you rich. nobody will talk to you.,greeting
3031,3031,i will keep knocking on doors.,greeting
3032,3032,i love salads.,greeting
3033,3033,me too.,greeting
3034,3034,i usually eat a simple salad.,greeting
3035,3035,what do you put in it?,greeting
3036,3036,"just lettuce, tomato, and celery.",greeting
3037,3037,that's it?,greeting
3038,3038,i add some pepper and salt.,greeting
3039,3039,i always put cheese in my salads.,greeting
3040,3040,"yes, cheese is nice.",greeting
3041,3041,what kind of dressing do you use?,greeting
3042,3042,i pour lots of french dressing on top.,greeting
3043,3043,i love cheese.,greeting
3044,3044,me too.,greeting
3045,3045,where does cheese come from?,greeting
3046,3046,it comes from cows.,greeting
3047,3047,"so we get cheese from cows, and we get milk, too?",greeting
3048,3048,"yes, we do.",greeting
3049,3049,what else do we get from cows?,greeting
3050,3050,we get hamburgers and steak.,greeting
3051,3051,"oh, that's so delicious.",greeting
3052,3052,we also get leather.,greeting
3053,3053,"we get a lot of things from cows, don't we?",greeting
3054,3054,i used to work in a deli.,greeting
3055,3055,how did you like it?,greeting
3056,3056,i loved it!,greeting
3057,3057,did you get free food?,greeting
3058,3058,i ate free cheese and meat every day.,greeting
3059,3059,that sounds like a great job.,greeting
3060,3060,"whatever a customer ordered, i sliced off a little more for me.",greeting
3061,3061,did you get fat?,greeting
3062,3062,"no, but i did put on a few pounds.",greeting
3063,3063,that sounds like a dream job.,greeting
3064,3064,"it was, until one day my manager caught me.",greeting
3065,3065,i'm on a new diet.,greeting
3066,3066,what are you eating now?,greeting
3067,3067,i switched from pasta to potatoes.,greeting
3068,3068,why did you do that?,greeting
3069,3069,pasta is processed food. potatoes are natural food.,greeting
3070,3070,natural food has more vitamins.,greeting
3071,3071,and it's just as easy to prepare.,greeting
3072,3072,how do you prepare the potatoes?,greeting
3073,3073,"i wash them, and then steam them for 15 minutes.",greeting
3074,3074,that's pretty simple.,greeting
3075,3075,"then i add butter, salt, and pepper.",greeting
3076,3076,my girlfriend's mom got mad at me at the dinner table.,greeting
3077,3077,why was that?,greeting
3078,3078,i sprinkled salt and pepper on the food before i tasted it.,greeting
3079,3079,what's the matter with that?,greeting
3080,3080,her mom is a great cook.,greeting
3081,3081,"so, a little salt and pepper never hurt anything.",greeting
3082,3082,it hurt her feelings.,greeting
3083,3083,oh.,greeting
3084,3084,"i apologized to her, but i could tell she was still upset.",greeting
3085,3085,maybe you shouldn't eat there again.,greeting
3086,3086,i'm sure everything will be okay in a day or two.,greeting
3087,3087,i eat the same thing every day.,greeting
3088,3088,you're kidding.,greeting
3089,3089,"no, i'm serious.",greeting
3090,3090,doesn't that get old?,greeting
3091,3091,"no, because i'm eating food that i like.",greeting
3092,3092,but the same thing day after day gets old.,greeting
3093,3093,"well, i guess if it ever does get old, i'll change to something different.",greeting
3094,3094,do you eat fruits and vegetables every day?,greeting
3095,3095,"no, i hate vegetables.",greeting
3096,3096,but you eat fruits.,greeting
3097,3097,"i eat two apples, one banana, and one orange every day.",greeting
3098,3098,there's something wrong with my orange.,greeting
3099,3099,what's wrong?,greeting
3100,3100,it's not orange!,greeting
3101,3101,your orange isn't orange?,greeting
3102,3102,"no, it's dark pink!",greeting
3103,3103,are you sure? i never heard of such a thing.,greeting
3104,3104,"i just peeled it, and i'm looking at it right now.",greeting
3105,3105,"let me see. yes, you're right. your orange is pink.",greeting
3106,3106,who ever heard of such a thing?,greeting
3107,3107,"oh, look. here's the little sticker that was on it. it's called a pink navel.",greeting
3108,3108,what is this world coming to?,greeting
3109,3109,i love peanuts.,greeting
3110,3110,"me, too. i love them roasted and salted.",greeting
3111,3111,i love boiled peanuts.,greeting
3112,3112,boiled? i never heard of that.,greeting
3113,3113,just boil raw peanuts in salt water until the shells are soft.,greeting
3114,3114,i'll have to try them sometime.,greeting
3115,3115,they're best when they're hot.,greeting
3116,3116,my brother is allergic to peanuts.,greeting
3117,3117,that's not good.,greeting
3118,3118,"no, it isn't. he almost died when he was little.",greeting
3119,3119,i guess he has to be very careful about what he eats.,greeting
3120,3120,i'm gaining weight.,greeting
3121,3121,how much have you gained?,greeting
3122,3122,three pounds just this month.,greeting
3123,3123,do you know why?,greeting
3124,3124,i think it's the ice cream.,greeting
3125,3125,you started eating ice cream?,greeting
3126,3126,it was on sale.,greeting
3127,3127,how much did you buy?,greeting
3128,3128,i filled up my freezer with ice cream.,greeting
3129,3129,"well, it won't last forever.",greeting
3130,3130,"no, i figure i'll finish it all by next week.",greeting
3131,3131,i'm stuffed.,greeting
3132,3132,of course you are. you ate everything on the table.,greeting
3133,3133,i don't like to eat leftovers.,greeting
3134,3134,i'm glad to hear there's something you don't like to eat.,greeting
3135,3135,i like my food hot and fresh.,greeting
3136,3136,you like to see it disappear.,greeting
3137,3137,i don't like it reheated.,greeting
3138,3138,"well, you'll have hot fresh food tomorrow night.",greeting
3139,3139,i'm so full i'm going to burst.,greeting
3140,3140,you should loosen your belt.,greeting
3141,3141,i already loosened my belt and unbuttoned my pants.,greeting
3142,3142,i saw what you did.,greeting
3143,3143,i didn't do anything.,greeting
3144,3144,"oh yes, you did.",greeting
3145,3145,what are you talking about?,greeting
3146,3146,you know what i'm talking about.,greeting
3147,3147,i don't have any idea.,greeting
3148,3148,you know what you did.,greeting
3149,3149,"maybe i know, but how could you know?",greeting
3150,3150,because i was watching you.,greeting
3151,3151,"okay, i'm sorry i did it.",greeting
3152,3152,don't drink milk out of the carton. use a glass!,greeting
3153,3153,i like that shirt.,greeting
3154,3154,so do i.,greeting
3155,3155,how much is it?,greeting
3156,3156,i don't know. the tag is missing.,greeting
3157,3157,ask the clerk.,greeting
3158,3158,i will.,greeting
3159,3159,"oh, look. here's another shirt just like it.",greeting
3160,3160,does it have a price tag?,greeting
3161,3161,"yes, it does. it's only $20.",greeting
3162,3162,that's a great price.,greeting
3163,3163,i think i'll buy both of them.,greeting
3164,3164,i bought you a pair of pants.,greeting
3165,3165,thank you.,greeting
3166,3166,i hope they fit.,greeting
3167,3167,i hope you kept the receipt.,greeting
3168,3168,you think they won't fit?,greeting
3169,3169,i think i've put on some weight.,greeting
3170,3170,you think?,greeting
3171,3171,maybe a pound or two.,greeting
3172,3172,maybe four or five pounds?,greeting
3173,3173,my waist is bigger than it was.,greeting
3174,3174,no problem. these pants have an elastic waistband.,greeting
3175,3175,what do we need to buy?,greeting
3176,3176,let me look at our list.,greeting
3177,3177,i know that we need milk.,greeting
3178,3178,nonfat.,greeting
3179,3179,of course. what else?,greeting
3180,3180,"we need cheese, bread, and ham.",greeting
3181,3181,what kind of cheese?,greeting
3182,3182,swiss.,greeting
3183,3183,"of course, the cheese with holes in it.",greeting
3184,3184,i never used to buy swiss cheese.,greeting
3185,3185,why not?,greeting
3186,3186,i need some pants.,greeting
3187,3187,i thought you just bought a pair.,greeting
3188,3188,i did.,greeting
3189,3189,what's wrong with them so soon?,greeting
3190,3190,"the pants are fine, but the pocket has a huge hole in it.",greeting
3191,3191,you shouldn't carry your keys and pens in your pocket.,greeting
3192,3192,but that's what pockets are for.,greeting
3193,3193,you should carry them in a purse.,greeting
3194,3194,"i'm a man, and men don't carry purses!",greeting
3195,3195,"well, you should buy pants with stronger pockets.",greeting
3196,3196,i would if i could find someone who makes strong pockets.,greeting
3197,3197,what are those wipes for?,greeting
3198,3198,you use them to wipe the handle of the shopping cart.,greeting
3199,3199,that's a great idea.,greeting
3200,3200,"yes, all the markets just started offering wipes to shoppers.",greeting
3201,3201,i'm going to take five wipes.,greeting
3202,3202,what do you need five of them for?,greeting
3203,3203,"one to wipe the handle, and the others to wipe the produce.",greeting
3204,3204,what's the matter with the produce?,greeting
3205,3205,do you think the bananas fell from the sky?,greeting
3206,3206,what do you mean?,greeting
3207,3207,"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.",greeting
3208,3208,did you go to the 99 cents store?,greeting
3209,3209,"yes, i did.",greeting
3210,3210,what did you buy?,greeting
3211,3211,"well, i got a lot of good deals, as usual.",greeting
3212,3212,like what?,greeting
3213,3213,"well, a dozen large eggs were only 99 cents.",greeting
3214,3214,that's a good deal.,greeting
3215,3215,and a one-pound tub of soft butter was the same price.,greeting
3216,3216,another good deal.,greeting
3217,3217,but the best deal was five pounds of potatoes for 99 cents.,greeting
3218,3218,i don't know how that store makes money.,greeting
3219,3219,i need a new computer.,greeting
3220,3220,what's the matter with yours?,greeting
3221,3221,it's six years old.,greeting
3222,3222,that's pretty old.,greeting
3223,3223,"it still works, but i'm going to give it to a charity.",greeting
3224,3224,are you going to buy a desktop or laptop?,greeting
3225,3225,"oh, a laptop, of course.",greeting
3226,3226,a pc or a mac?,greeting
3227,3227,i haven't decided yet.,greeting
3228,3228,more and more people are using macs.,greeting
3229,3229,but 90 percent of the world uses pcs.,greeting
3230,3230,i got ripped off.,greeting
3231,3231,what happened?,greeting
3232,3232,"i had a car problem, so i went online.",greeting
3233,3233,did you find a solution?,greeting
3234,3234,"yes, i did. a site i went to said they would send me the solution.",greeting
3235,3235,"so, what's the problem?",greeting
3236,3236,"i sent them $20 using my credit card, but they never sent me the solution.",greeting
3237,3237,what are you going to do?,greeting
3238,3238,i sent them an email asking for my money back.,greeting
3239,3239,have you heard from them?,greeting
3240,3240,not yet. it's been a week.,greeting
3241,3241,where's the pencil sharpener?,greeting
3242,3242,which one?,greeting
3243,3243,any one. i need to sharpen this pencil.,greeting
3244,3244,i think there's one on the dining room table.,greeting
3245,3245,i already looked there.,greeting
3246,3246,did you look in the desk drawer?,greeting
3247,3247,"yes, i looked there, too.",greeting
3248,3248,don't we have about five sharpeners?,greeting
3249,3249,"yes, but they seem to have legs.",greeting
3250,3250,tomorrow i'm going to buy an electric sharpener.,greeting
3251,3251,get one with the rubber suction cups on the bottom.,greeting
3252,3252,i'm trying to stretch my dollars.,greeting
3253,3253,how are you doing that?,greeting
3254,3254,i started shopping at the dollar store.,greeting
3255,3255,that saves a lot of money.,greeting
3256,3256,i bought three pounds of potatoes for a dollar.,greeting
3257,3257,that's a good deal.,greeting
3258,3258,"yes, even though some of the potatoes had eyes.",greeting
3259,3259,just put them in the fridge.,greeting
3260,3260,"also, i bought a can of cheap coffee and a bag of good coffee.",greeting
3261,3261,why did you do that?,greeting
3262,3262,i mixed them together.,greeting
3263,3263,i really like this house.,greeting
3264,3264,can we afford it?,greeting
3265,3265,they want 20 percent down.,greeting
3266,3266,that's a lot of money.,greeting
3267,3267,but the house is so nice.,greeting
3268,3268,it's in a great neighborhood.,greeting
3269,3269,it's close to the beach.,greeting
3270,3270,it's close to the freeways.,greeting
3271,3271,it's got a big yard.,greeting
3272,3272,"the kids love the house, too.",greeting
3273,3273,"if we don't buy it, someone else will.",greeting
3274,3274,we can't afford this house.,greeting
3275,3275,are you sure?,greeting
3276,3276,"we will be house rich, but cash poor.",greeting
3277,3277,what do you mean?,greeting
3278,3278,our monthly payments will be too high.,greeting
3279,3279,we won't have any money for other things?,greeting
3280,3280,"no, we won't have money for gas or food.",greeting
3281,3281,we'll be eating peanut butter sandwiches?,greeting
3282,3282,without the peanut butter!,greeting
3283,3283,that's no good!,greeting
3284,3284,we have to find a cheaper house.,greeting
3285,3285,that is a beautiful house.,greeting
3286,3286,i don't like it.,greeting
3287,3287,what's the matter with it?,greeting
3288,3288,it's on the corner.,greeting
3289,3289,so?,greeting
3290,3290,that means it gets twice as much traffic.,greeting
3291,3291,you're right.,greeting
3292,3292,"when you're inside, you will always hear cars stopping and stopping at the intersection.",greeting
3293,3293,or you'll hear the collision if someone doesn't stop.,greeting
3294,3294,or you'll see the collision if they crash into the house.,greeting
3295,3295,let's find a house that's at the end of a dead end.,greeting
3296,3296,i hate looking for an apartment.,greeting
3297,3297,"me, too.",greeting
3298,3298,we have a 2 o'clock appointment to see the one on main street.,greeting
3299,3299,we'd better get ready to go.,greeting
3300,3300,it's an upstairs unit.,greeting
3301,3301,"that's good, because i don't want to live under people with loud feet.",greeting
3302,3302,and it's a corner unit.,greeting
3303,3303,that's great. we won't have neighbors on both sides of us.,greeting
3304,3304,no pets are allowed.,greeting
3305,3305,perfect. we don't have to listen to barking dogs.,greeting
3306,3306,and there are only six units in the whole building.,greeting
3307,3307,did you call the manager?,greeting
3308,3308,yes. he said he'd come over tomorrow.,greeting
3309,3309,did he say what time?,greeting
3310,3310,yes. he said he'd be here at 9 o'clock.,greeting
3311,3311,did he understand what the problem is?,greeting
3312,3312,yes. i told him our doorbell doesn't work.,greeting
3313,3313,it shouldn't take him long to fix it.,greeting
3314,3314,i don't even know why we need to fix it.,greeting
3315,3315,in case we have visitors.,greeting
3316,3316,but they can just knock on the door.,greeting
3317,3317,"actually, i want him to look at our carpet, too.",greeting
3318,3318,do you like this house?,greeting
3319,3319,"yes, it's beautiful.",greeting
3320,3320,it's perfect for us and the kids.,greeting
3321,3321,"three bedrooms, three bathrooms, and a big back yard.",greeting
3322,3322,and we can afford it!,greeting
3323,3323,so are we going to buy it?,greeting
3324,3324,i'm afraid not.,greeting
3325,3325,"it's too far from your job, isn't it?",greeting
3326,3326,i can't spend four hours on the road every day.,greeting
3327,3327,"by the time you get home, you'll be too tired to even eat.",greeting
3328,3328,i won't be able to play with the kids.,greeting
3329,3329,"boy, it's chilly outside, isn't it?",greeting
3330,3330,it sure is.,greeting
3331,3331,"in fact, it's chilly in the apartment, too.",greeting
3332,3332,let's turn on the heat.,greeting
3333,3333,i'll check to make sure that all the windows are shut.,greeting
3334,3334,it should be warmer in a few minutes.,greeting
3335,3335,it's so nice to have a heated apartment.,greeting
3336,3336,how did they survive in the old days?,greeting
3337,3337,they had fireplaces.,greeting
3338,3338,someone had to chop the wood.,greeting
3339,3339,and carry it into the house.,greeting
3340,3340,this is a nice neighborhood.,greeting
3341,3341,the streets are clean and quiet.,greeting
3342,3342,the neighbors don't party on the weekends.,greeting
3343,3343,people take care of their lawns.,greeting
3344,3344,no rusty old cars are sitting in the front yards.,greeting
3345,3345,we never have to call the police about anything.,greeting
3346,3346,our kids are completely safe.,greeting
3347,3347,so why are we selling our house?,greeting
3348,3348,they're building a 3-story apartment building on the corner.,greeting
3349,3349,so we've got to sell before property values go down?,greeting
3350,3350,yes. i still can't believe our city council allowed this building.,greeting
3351,3351,that was a huge fire in santa barbara.,greeting
3352,3352,"yes, it was.",greeting
3353,3353,they said about 30 houses burned to the ground.,greeting
3354,3354,and they were expensive houses.,greeting
3355,3355,i feel so sorry for those people.,greeting
3356,3356,why feel sorry for rich people?,greeting
3357,3357,i feel sorry for anyone who loses their home.,greeting
3358,3358,"so do i, but not if they're rich.",greeting
3359,3359,what does that have to do with it?,greeting
3360,3360,rich people think they're better than us.,greeting
3361,3361,how many rich people do you know?,greeting
3362,3362,bears are invading our neighborhoods.,greeting
3363,3363,of course they are. they're starving to death.,greeting
3364,3364,they should stay in the woods where they belong.,greeting
3365,3365,there's no food in the woods.,greeting
3366,3366,can't they eat grass?,greeting
3367,3367,do you think a bear is a cow?,greeting
3368,3368,"well, i've seen them eating berries.",greeting
3369,3369,berries aren't in season all year round.,greeting
3370,3370,it's too dangerous for kids and pets.,greeting
3371,3371,people need to cover their trash cans.,greeting
3372,3372,the police need to shoot all the bears.,greeting
3373,3373,who did you vote for?,greeting
3374,3374,i voted for obama.,greeting
3375,3375,me too.,greeting
3376,3376,he will be a great president.,greeting
3377,3377,everyone likes him.,greeting
3378,3378,he's a good speaker.,greeting
3379,3379,and he's really smart.,greeting
3380,3380,he will solve our problems.,greeting
3381,3381,he will end the war.,greeting
3382,3382,the next four years will be good years.,greeting
3383,3383,"i'll vote for him next time, too.",greeting
3384,3384,the election is next week.,greeting
3385,3385,who are you voting for?,greeting
3386,3386,i'm not voting for the mayor.,greeting
3387,3387,why not?,greeting
3388,3388,he made promises that he didn't keep.,greeting
3389,3389,like what?,greeting
3390,3390,"he promised to hire 1,000 more police officers.",greeting
3391,3391,how many did he hire?,greeting
3392,3392,one hundred!,greeting
3393,3393,maybe he had a good reason.,greeting
3394,3394,maybe he's just a liar.,greeting
3395,3395,i can't believe he won the election.,greeting
3396,3396,only 15 percent of the voters turned out.,greeting
3397,3397,that is a joke.,greeting
3398,3398,"voting is so important, but people don't bother.",greeting
3399,3399,many people think their vote doesn't matter.,greeting
3400,3400,"the mayor won by only 2,000 votes.",greeting
3401,3401,we're stuck with him for four more years.,greeting
3402,3402,voting is so easy. you can even mail your ballot in.,greeting
3403,3403,all you have to do is vote and put a stamp on it.,greeting
3404,3404,how easy is that?,greeting
3405,3405,i guess people just don't care.,greeting
3406,3406,"well, we have a new president.",greeting
3407,3407,but we have the same old problems.,greeting
3408,3408,"well, he's made a few changes.",greeting
3409,3409,like what?,greeting
3410,3410,i think he closed the bowling alley in the white house.,greeting
3411,3411,"oh, yeah. he's changing it to a basketball court.",greeting
3412,3412,who's paying for that?,greeting
3413,3413,i think we are!,greeting
3414,3414,"well, that's okay, as long as it helps him relax and think more clearly.",greeting
3415,3415,"yes, we need a relaxed president who thinks clearly.",greeting
3416,3416,do any other world leaders have a basketball court?,greeting
3417,3417,people say that everybody loves obama.,greeting
3418,3418,"well, more than 50 million people voted for mccain.",greeting
3419,3419,that's 50 million people who don't love obama.,greeting
3420,3420,obama's got four years to make everyone happy.,greeting
3421,3421,he's never going to make everyone happy.,greeting
3422,3422,can you imagine being president?,greeting
3423,3423,everyone wants you to solve their problems.,greeting
3424,3424,i have enough stress from trying to solve my own problems.,greeting
3425,3425,you and everybody else.,greeting
3426,3426,i would never want to be president.,greeting
3427,3427,but think about all the power you'd have.,greeting
3428,3428,did you read this article?,greeting
3429,3429,what article?,greeting
3430,3430,it says the mayor spends only 11 percent of his time on city duties.,greeting
3431,3431,only 11 percent?,greeting
3432,3432,about 50 percent of the time he's traveling.,greeting
3433,3433,where does he travel to?,greeting
3434,3434,"oh, all over the world.",greeting
3435,3435,but he's supposed to be making our city a better place.,greeting
3436,3436,he's visiting other cities to get ideas.,greeting
3437,3437,can't he just go online?,greeting
3438,3438,the rest of the time he's raising money for his reelection.,greeting
3439,3439,who did you vote for for president?,greeting
3440,3440,i voted for ralph nader.,greeting
3441,3441,who in the world is ralph nader?,greeting
3442,3442,he's the best man for president.,greeting
3443,3443,why's that?,greeting
3444,3444,he hates corporations.,greeting
3445,3445,"well, most corporations do think only about money.",greeting
3446,3446,he hates democrats and republicans.,greeting
3447,3447,"well, they do put their party before their country.",greeting
3448,3448,he's the only candidate that i trust.,greeting
3449,3449,but he didn't have a chance. nobody voted for him!,greeting
3450,3450,i don't know why i bother to vote.,greeting
3451,3451,why's that?,greeting
3452,3452,what good does it do?,greeting
3453,3453,you get to put someone in power that you like.,greeting
3454,3454,only if my candidate wins.,greeting
3455,3455,"well, he can't win unless you and others vote for him.",greeting
3456,3456,"but even if my candidate wins, he'll break his promises.",greeting
3457,3457,that's true. they promise anything just so they get elected.,greeting
3458,3458,"and when elected, they go their own way.",greeting
3459,3459,they forget who put them in power.,greeting
3460,3460,they forget where they came from.,greeting
3461,3461,that election for u.s. senator stunk.,greeting
3462,3462,what do you mean?,greeting
3463,3463,there were more votes than voters!,greeting
3464,3464,but that's impossible.,greeting
3465,3465,officials said that it's possible.,greeting
3466,3466,did they explain how it's possible?,greeting
3467,3467,no. they said there are some things you can't explain.,greeting
3468,3468,so are they going to hold another election?,greeting
3469,3469,no. that will cost too much money.,greeting
3470,3470,so it's better to save money than to have an honest election?,greeting
3471,3471,"well, the democratic party says it was an honest election.",greeting
3472,3472,i see that former president bush is at a conference.,greeting
3473,3473,yes. he's telling jokes about his eight years as president.,greeting
3474,3474,"yes, those eight years were a lot of fun for everyone.",greeting
3475,3475,"only 4,000 american soldiers were killed overseas.",greeting
3476,3476,"not to mention 40,000 wounded soldiers.",greeting
3477,3477,but bush visited some of them in the hospital once.,greeting
3478,3478,that's nice that he found the time to make a visit.,greeting
3479,3479,he spoke to them and made them feel better.,greeting
3480,3480,did he speak to every family that lost a soldier?,greeting
3481,3481,"no, he didn't have time to do that.",greeting
3482,3482,"well, he's got plenty of time now!",greeting
3483,3483,did you get your official sample ballot?,greeting
3484,3484,"yes, with the voter instructions.",greeting
3485,3485,how are you going to vote?,greeting
3486,3486,"same as ever, by mail. all it costs me is a 42-cent stamp.",greeting
3487,3487,"i meant, are you going to vote for or against the new taxes?",greeting
3488,3488,"against all of them, of course.",greeting
3489,3489,"but we need new taxes to pay for highways, schools, and prisons.",greeting
3490,3490,we've already voted for new taxes to pay for all that stuff!,greeting
3491,3491,that's true. where did that money go?,greeting
3492,3492,our legislators spent it on first-class travel all over the world.,greeting
